EmployeeID,Name,Department,Role,Privilege,InheritedRole,Manager,Salary,JoiningDate
User2732,Employee2732,Sales,Director,authorize_contracts,,User4372,111427,2003-02-28
User2733,Employee2733,IT,Clerk,view_salary,,User4214,97557,2013-05-08
User2734,Employee2734,Sales,Officer,authorize_contracts,,,119310,2010-08-28
User2735,Employee2735,IT,Clerk,view_salary,,User734,122268,2019-10-01
User2736,Employee2736,Admin,Auditor,approve_expense,,User3662,106486,2021-04-14
User2737,Employee2737,Operations,Director,view_salary,,User4802,75351,2016-01-09
User2738,Employee2738,Finance,Analyst,authorize_contracts,Assistant,User3737,126502,2016-01-07
User2739,Employee2739,Finance,Analyst,access_database,,User1832,36744,2005-12-19
User2740,Employee2740,Admin,Auditor,access_database,Officer,User167,114615,2010-04-25
User2741,Employee2741,IT,Executive,access_database,Manager,User4292,40342,2012-04-30
User2742,Employee2742,Legal,Director,manage_hiring,,,38172,2012-02-10
User2743,Employee2743,Sales,Analyst,access_database,Clerk,User857,40631,2021-02-20
User2744,Employee2744,Marketing,Director,manage_hiring,,User3410,51097,2009-08-19
User2745,Employee2745,HR,Officer,access_database,,,42448,2009-12-23
User2746,Employee2746,IT,Auditor,manage_hiring,,User1197,78761,2012-06-15
User2747,Employee2747,Operations,Analyst,access_database,,User638,85494,2006-04-17
User2748,Employee2748,IT,Analyst,manage_hiring,,User3596,105483,2010-09-01
User2749,Employee2749,Marketing,Clerk,manage_hiring,,User3573,90408,2018-05-27
User2750,Employee2750,Legal,Officer,authorize_contracts,,User2295,62451,2014-12-27
User2751,Employee2751,Marketing,Executive,approve_expense,,User3995,30582,2016-01-26
User2752,Employee2752,HR,Officer,view_salary,,,137221,2017-01-03
User2753,Employee2753,IT,Director,approve_expense,,User808,146861,2004-03-25
User2754,Employee2754,Sales,Manager,manage_hiring,,User3275,30546,2010-03-02
User2755,Employee2755,Finance,Clerk,access_database,,,135092,2004-07-01
User2756,Employee2756,Admin,Executive,access_database,,User2189,132703,2001-03-23
User2757,Employee2757,Finance,Analyst,approve_expense,,,115323,2012-01-27
User2758,Employee2758,Finance,Director,approve_expense,,User807,143339,2010-01-15
User2759,Employee2759,Finance,Manager,manage_hiring,,User4094,128914,2015-12-02
User2760,Employee2760,Marketing,Director,view_salary,,,122662,2007-07-15
User2761,Employee2761,IT,Manager,authorize_contracts,,,43827,2006-09-23
User2762,Employee2762,IT,Assistant,manage_hiring,,,103016,2009-10-20
User2763,Employee2763,IT,Officer,approve_expense,,User1566,138080,2004-12-14
User2764,Employee2764,Admin,Clerk,view_salary,,User3941,39648,2008-11-25
User2765,Employee2765,Marketing,Clerk,access_database,Manager,User1276,105940,2018-10-10
User2766,Employee2766,Operations,Auditor,authorize_contracts,,,39776,2001-03-02
User2767,Employee2767,Marketing,Executive,approve_expense,Clerk,,99559,2006-04-16
User2768,Employee2768,Sales,Executive,access_database,,,129091,2013-08-04
User2769,Employee2769,IT,Clerk,view_salary,,,140903,2020-09-09
User2770,Employee2770,Sales,Auditor,manage_hiring,,User2278,60761,2001-03-26
User2771,Employee2771,Marketing,Executive,access_database,,User1064,146959,2012-11-11
User2772,Employee2772,Marketing,Analyst,view_salary,Clerk,User1243,90171,2020-06-07
User2773,Employee2773,Sales,Clerk,approve_expense,,User3465,77528,2003-06-23
User2774,Employee2774,IT,Clerk,approve_expense,,User248,46711,2009-09-21
User2775,Employee2775,Operations,Clerk,view_salary,,User1130,118267,2007-06-06
User2776,Employee2776,Admin,Executive,access_database,Assistant,User4761,87380,2001-03-11
User2777,Employee2777,Marketing,Executive,approve_expense,Clerk,User4958,38468,2020-11-07
User2778,Employee2778,Operations,Officer,manage_hiring,,,119974,2001-03-29
User2779,Employee2779,IT,Officer,view_salary,,User4720,111139,2007-12-29
User2780,Employee2780,Operations,Director,access_database,,,116949,2014-11-07
User2781,Employee2781,IT,Assistant,access_database,,User625,138389,2003-11-09
User2782,Employee2782,HR,Executive,view_salary,,,86571,2020-05-16
User2783,Employee2783,HR,Assistant,authorize_contracts,,User666,90711,2009-04-14
User2784,Employee2784,HR,Director,access_database,,User135,106020,2011-12-21
User2785,Employee2785,IT,Auditor,access_database,,User3794,129475,2009-07-10
User2786,Employee2786,IT,Executive,view_salary,,User1500,75562,2012-04-11
User2787,Employee2787,Admin,Assistant,view_salary,,User2102,71342,2009-02-25
User2788,Employee2788,Sales,Manager,view_salary,,User3953,39666,2017-09-01
User2789,Employee2789,HR,Auditor,authorize_contracts,,,43941,2015-08-09
User2790,Employee2790,Legal,Analyst,manage_hiring,,User2003,38851,2021-11-12
User2791,Employee2791,Operations,Executive,access_database,Auditor,User3989,43879,2005-08-31
User2792,Employee2792,Admin,Executive,view_salary,,,41908,2010-05-25
User2793,Employee2793,HR,Director,authorize_contracts,,User3430,143451,2000-11-11
User2794,Employee2794,Legal,Officer,approve_expense,,,70646,2009-04-22
User2795,Employee2795,Marketing,Executive,authorize_contracts,Assistant,,103455,2007-01-16
User2796,Employee2796,Admin,Assistant,manage_hiring,,User302,63254,2014-12-23
User2797,Employee2797,Admin,Analyst,manage_hiring,Auditor,User837,125489,2018-07-04
User2798,Employee2798,Sales,Clerk,authorize_contracts,,User2095,113289,2021-04-22
User2799,Employee2799,Finance,Director,manage_hiring,,User1696,107628,2018-07-27
User2800,Employee2800,IT,Auditor,view_salary,,,96727,2015-01-02
User2801,Employee2801,Operations,Auditor,view_salary,Analyst,User749,43587,2007-02-04
User2802,Employee2802,Sales,Analyst,authorize_contracts,,User1141,40968,2015-09-03
User2803,Employee2803,Finance,Executive,manage_hiring,Analyst,User832,126522,2014-11-04
User2804,Employee2804,Operations,Auditor,access_database,,User3340,71894,2001-02-28
User2805,Employee2805,Sales,Assistant,authorize_contracts,,User3516,127825,2011-05-18
User2806,Employee2806,Operations,Officer,authorize_contracts,Director,User4748,147706,2004-04-15
User2807,Employee2807,IT,Auditor,access_database,,,70826,2019-12-04
User2808,Employee2808,Operations,Assistant,approve_expense,Manager,,93807,2013-03-04
User2809,Employee2809,HR,Executive,view_salary,Executive,User2672,141772,2009-09-18
User2810,Employee2810,Sales,Auditor,access_database,,User35,35110,2007-04-18
User2811,Employee2811,Legal,Manager,access_database,,,99863,2007-04-15
User2812,Employee2812,Marketing,Manager,approve_expense,,User2000,61721,2013-05-24
User2813,Employee2813,Admin,Auditor,view_salary,,User4260,39211,2007-05-07
User2814,Employee2814,Legal,Clerk,manage_hiring,,,46800,2007-07-15
User2815,Employee2815,Operations,Executive,approve_expense,,User917,87379,2019-04-30
User2816,Employee2816,Legal,Analyst,authorize_contracts,,User4615,133032,2008-06-22
User2817,Employee2817,HR,Analyst,view_salary,,,95710,2012-07-15
User2818,Employee2818,HR,Executive,view_salary,,User3490,112255,2014-12-24
User2819,Employee2819,Marketing,Officer,access_database,,User3395,110013,2008-10-16
User2820,Employee2820,Marketing,Assistant,manage_hiring,,,126670,2003-05-03
User2821,Employee2821,IT,Analyst,authorize_contracts,,User3131,42156,2010-08-01
User2822,Employee2822,Operations,Executive,view_salary,,User228,118661,2010-03-08
User2823,Employee2823,Marketing,Analyst,view_salary,,User3726,131479,2019-07-21
User2824,Employee2824,IT,Analyst,view_salary,,User3256,47630,2015-10-03
User2825,Employee2825,Operations,Clerk,view_salary,,,59026,2017-05-24
User2826,Employee2826,Sales,Assistant,access_database,,User1468,49733,2020-09-22
User2827,Employee2827,Legal,Executive,access_database,,User3583,101120,2007-10-15
User2828,Employee2828,Legal,Officer,access_database,Executive,User3699,129207,2006-08-11
User2829,Employee2829,HR,Assistant,view_salary,Director,User1303,106925,2015-10-10
User2830,Employee2830,Finance,Clerk,approve_expense,Executive,,97425,2000-12-09
User2831,Employee2831,Operations,Director,approve_expense,,User2579,129602,2017-12-16
User2832,Employee2832,Marketing,Auditor,access_database,,User1683,134112,2000-05-26
User2833,Employee2833,Legal,Clerk,view_salary,,User3841,41795,2021-08-25
User2834,Employee2834,Finance,Assistant,authorize_contracts,,User1107,41072,2001-01-29
User2835,Employee2835,Marketing,Executive,approve_expense,,,137494,2007-08-31
User2836,Employee2836,Admin,Assistant,approve_expense,,User1719,37206,2011-01-01
User2837,Employee2837,Finance,Analyst,manage_hiring,,,136216,2021-02-21
User2838,Employee2838,Finance,Clerk,access_database,,,118595,2006-12-14
User2839,Employee2839,Operations,Auditor,authorize_contracts,,User3001,62074,2012-03-13
User2840,Employee2840,Finance,Officer,view_salary,,User2699,90857,2018-02-23
User2841,Employee2841,Marketing,Auditor,approve_expense,,User3163,53698,2004-12-14
User2842,Employee2842,HR,Assistant,approve_expense,,,91324,2007-08-08
User2843,Employee2843,Legal,Auditor,view_salary,,User718,71292,2017-06-17
User2844,Employee2844,IT,Assistant,manage_hiring,,User2954,96581,2010-04-26
User2845,Employee2845,Legal,Clerk,approve_expense,,,149150,2018-01-02
User2846,Employee2846,Marketing,Clerk,authorize_contracts,,User1356,144869,2001-01-11
User2847,Employee2847,Sales,Auditor,authorize_contracts,,User902,61526,2015-11-15
User2848,Employee2848,Legal,Executive,authorize_contracts,Analyst,User1164,92064,2007-03-24
User2849,Employee2849,Finance,Analyst,authorize_contracts,,User1289,77493,2016-06-11
User2850,Employee2850,Finance,Auditor,authorize_contracts,,User3691,61697,2013-03-22
User2851,Employee2851,Sales,Assistant,manage_hiring,Officer,,80762,2003-08-18
User2852,Employee2852,Operations,Manager,approve_expense,Director,,91426,2021-04-25
User2853,Employee2853,Legal,Executive,access_database,,User137,61353,2006-07-07
User2854,Employee2854,Legal,Analyst,authorize_contracts,,User4355,46113,2015-02-08
User2855,Employee2855,IT,Officer,view_salary,,,95795,2012-07-09
User2856,Employee2856,Operations,Director,view_salary,,User1570,132296,2003-02-11
User2857,Employee2857,Finance,Auditor,approve_expense,,User429,122819,2006-04-11
User2858,Employee2858,Operations,Manager,access_database,,User4773,110028,2001-11-21
User2859,Employee2859,Marketing,Manager,access_database,,User2620,50075,2007-03-04
User2860,Employee2860,IT,Manager,authorize_contracts,,User1322,39026,2010-01-25
User2861,Employee2861,Admin,Officer,manage_hiring,,User3313,138417,2004-08-03
User2862,Employee2862,Finance,Executive,manage_hiring,Assistant,User2812,116761,2000-10-11
User2863,Employee2863,Legal,Executive,manage_hiring,,,42793,2016-09-24
User2864,Employee2864,IT,Clerk,approve_expense,,User1665,142412,2016-11-07
User2865,Employee2865,Finance,Director,authorize_contracts,,User477,112922,2010-05-28
User2866,Employee2866,Finance,Officer,manage_hiring,,User257,110652,2001-08-18
User2867,Employee2867,Sales,Auditor,approve_expense,,User2033,117335,2011-08-12
User2868,Employee2868,HR,Director,manage_hiring,,User402,44309,2013-12-02
User2869,Employee2869,Operations,Assistant,manage_hiring,Officer,User3006,61567,2008-01-04
User2870,Employee2870,Sales,Executive,access_database,,User761,40770,2005-08-07
User2871,Employee2871,Operations,Manager,access_database,Auditor,User4800,112240,2016-10-27
User2872,Employee2872,Legal,Analyst,access_database,Manager,User4116,91603,2021-04-02
User2873,Employee2873,HR,Officer,view_salary,Clerk,User3278,39802,2008-03-26
User2874,Employee2874,Legal,Director,approve_expense,,User4673,74468,2019-08-31
User2875,Employee2875,Operations,Manager,approve_expense,,,38442,2011-10-17
User2876,Employee2876,Admin,Officer,authorize_contracts,,User1331,31743,2005-09-07
User2877,Employee2877,Admin,Assistant,approve_expense,Clerk,User5000,127444,2015-10-30
User2878,Employee2878,Sales,Executive,authorize_contracts,,,96986,2021-11-20
User2879,Employee2879,HR,Analyst,authorize_contracts,Executive,User2041,31388,2002-07-14
User2880,Employee2880,Legal,Analyst,access_database,Director,User830,73191,2001-08-15
User2881,Employee2881,HR,Executive,authorize_contracts,Analyst,User1418,144532,2004-07-08
User2882,Employee2882,IT,Analyst,authorize_contracts,,,136252,2010-04-03
User2883,Employee2883,IT,Analyst,view_salary,,User4080,120278,2014-10-01
User2884,Employee2884,Admin,Analyst,view_salary,,,108089,2007-05-30
User2885,Employee2885,Admin,Assistant,approve_expense,,User3849,122919,2013-07-30
User2886,Employee2886,Finance,Officer,manage_hiring,,User1403,76046,2019-09-04
User2887,Employee2887,Marketing,Manager,access_database,,,117669,2017-10-07
User2888,Employee2888,Operations,Executive,view_salary,,User3118,64097,2021-08-12
User2889,Employee2889,Operations,Auditor,approve_expense,,User4227,68168,2007-12-12
User2890,Employee2890,Sales,Clerk,authorize_contracts,,User2313,101290,2007-11-11
User2891,Employee2891,Operations,Auditor,access_database,Director,User4641,74965,2014-07-31
User2892,Employee2892,Operations,Analyst,authorize_contracts,,User1733,78600,2017-03-27
User2893,Employee2893,Admin,Officer,manage_hiring,,User3684,81505,2005-03-05
User2894,Employee2894,Marketing,Executive,access_database,,User4483,146663,2003-10-16
User2895,Employee2895,IT,Director,manage_hiring,,User1705,112981,2015-06-15
User2896,Employee2896,HR,Analyst,authorize_contracts,,User3221,116452,2000-09-11
User2897,Employee2897,HR,Officer,view_salary,,,52757,2004-03-08
User2898,Employee2898,HR,Executive,authorize_contracts,,User168,96244,2005-10-11
User2899,Employee2899,HR,Assistant,manage_hiring,,,64332,2001-10-20
User2900,Employee2900,Legal,Auditor,approve_expense,,,33914,2002-03-11
User2901,Employee2901,Legal,Manager,approve_expense,,,113581,2021-06-17
User2902,Employee2902,Operations,Auditor,access_database,,,135828,2020-01-25
User2903,Employee2903,Marketing,Manager,authorize_contracts,,,33270,2011-11-09
User2904,Employee2904,Marketing,Clerk,authorize_contracts,Manager,,121027,2020-01-02
User2905,Employee2905,Legal,Auditor,manage_hiring,,User3758,61021,2008-05-03
User2906,Employee2906,Operations,Manager,authorize_contracts,,User1206,114799,2010-11-15
User2907,Employee2907,HR,Clerk,access_database,Auditor,,57343,2006-06-28
User2908,Employee2908,IT,Analyst,authorize_contracts,,,82878,2001-04-05
User2909,Employee2909,Legal,Auditor,manage_hiring,,User4817,43788,2006-08-20
User2910,Employee2910,HR,Officer,view_salary,,,48891,2014-03-28
User2911,Employee2911,Marketing,Clerk,access_database,,User1361,58932,2014-01-16
User2912,Employee2912,Admin,Auditor,view_salary,,User1983,82906,2021-03-24
User2913,Employee2913,IT,Auditor,approve_expense,,User1712,132948,2019-05-07
User2914,Employee2914,Legal,Clerk,authorize_contracts,,,92259,2007-04-08
User2915,Employee2915,Operations,Clerk,authorize_contracts,,,126156,2005-06-05
User2916,Employee2916,Sales,Officer,access_database,,User3872,76235,2021-11-01
User2917,Employee2917,Legal,Executive,authorize_contracts,,User4132,30310,2016-09-30
User2918,Employee2918,IT,Clerk,approve_expense,,,83293,2007-03-26
User2919,Employee2919,Sales,Analyst,access_database,,User576,103710,2020-01-14
User2920,Employee2920,Admin,Director,view_salary,,User41,50681,2009-10-17
User2921,Employee2921,HR,Clerk,authorize_contracts,,User1425,84944,2012-03-21
User2922,Employee2922,Admin,Clerk,authorize_contracts,,,83257,2016-06-16
User2923,Employee2923,HR,Assistant,approve_expense,Auditor,User4120,143758,2017-06-05
User2924,Employee2924,Operations,Assistant,view_salary,Auditor,,130176,2003-12-09
User2925,Employee2925,Admin,Executive,access_database,Analyst,,148842,2005-07-28
User2926,Employee2926,Marketing,Analyst,authorize_contracts,,User4515,113625,2005-02-13
User2927,Employee2927,Sales,Executive,authorize_contracts,,,106919,2019-03-30
User2928,Employee2928,Marketing,Officer,authorize_contracts,,,68904,2011-03-08
User2929,Employee2929,HR,Officer,authorize_contracts,,User4492,83036,2013-04-13
User2930,Employee2930,Marketing,Officer,approve_expense,,User653,33957,2003-01-06
User2931,Employee2931,Finance,Auditor,manage_hiring,Director,,131650,2018-08-03
User2932,Employee2932,Operations,Executive,manage_hiring,,User1095,88151,2011-11-02
User2933,Employee2933,Finance,Executive,authorize_contracts,,User2010,88359,2003-07-03
User2934,Employee2934,HR,Auditor,manage_hiring,,,84323,2004-02-13
User2935,Employee2935,Finance,Director,manage_hiring,,User4449,132037,2014-09-12
User2936,Employee2936,IT,Analyst,manage_hiring,,User1872,74504,2007-04-10
User2937,Employee2937,IT,Manager,authorize_contracts,,User4819,46864,2018-04-19
User2938,Employee2938,Operations,Director,access_database,Executive,,64626,2017-01-17
User2939,Employee2939,Legal,Clerk,approve_expense,,User3199,86449,2013-02-12
User2940,Employee2940,Marketing,Auditor,approve_expense,,User3409,111236,2007-07-22
User2941,Employee2941,Sales,Director,view_salary,,User766,62848,2014-02-02
User2942,Employee2942,Operations,Manager,authorize_contracts,,User3160,47855,2011-03-24
User2943,Employee2943,Legal,Officer,approve_expense,,User1521,99871,2000-05-17
User2944,Employee2944,Marketing,Director,authorize_contracts,,User1027,45875,2001-11-30
User2945,Employee2945,Marketing,Assistant,view_salary,,User3655,81599,2001-10-21
User2946,Employee2946,Operations,Officer,view_salary,,User4752,72758,2020-02-05
User2947,Employee2947,Legal,Director,manage_hiring,,User265,138432,2015-12-01
User2948,Employee2948,Finance,Assistant,approve_expense,,User3712,92972,2009-09-17
User2949,Employee2949,Legal,Officer,authorize_contracts,,,132757,2007-04-15
User2950,Employee2950,Marketing,Auditor,view_salary,,User3620,78753,2011-01-31
User2951,Employee2951,Legal,Director,manage_hiring,Executive,User3580,41825,2012-02-20
User2952,Employee2952,Finance,Assistant,authorize_contracts,Auditor,User541,86981,2014-02-19
User2953,Employee2953,Sales,Analyst,manage_hiring,,User2123,82718,2002-11-11
User2954,Employee2954,HR,Executive,access_database,Officer,,76958,2012-01-06
User2955,Employee2955,Sales,Assistant,authorize_contracts,,User3784,46973,2021-03-25
User2956,Employee2956,IT,Analyst,authorize_contracts,,User3433,109334,2002-08-14
User2957,Employee2957,Legal,Auditor,authorize_contracts,Auditor,User4471,78335,2012-12-01
User2958,Employee2958,Admin,Clerk,access_database,,User1576,77770,2001-01-25
User2959,Employee2959,Operations,Clerk,approve_expense,,User3138,94454,2016-07-02
User2960,Employee2960,Sales,Officer,view_salary,,,126138,2003-12-24
User2961,Employee2961,Legal,Manager,manage_hiring,,,107841,2010-11-01
User2962,Employee2962,Operations,Manager,authorize_contracts,,User4326,84441,2011-03-04
User2963,Employee2963,Legal,Auditor,authorize_contracts,,,59202,2009-12-16
User2964,Employee2964,Finance,Manager,view_salary,,User2314,134608,2007-04-22
User2965,Employee2965,Sales,Director,approve_expense,,User365,109654,2009-02-14
User2966,Employee2966,Legal,Executive,approve_expense,,,129426,2017-08-24
User2967,Employee2967,Marketing,Manager,authorize_contracts,,User727,79810,2011-01-02
User2968,Employee2968,Finance,Auditor,view_salary,,User774,49440,2001-09-15
User2969,Employee2969,Finance,Manager,authorize_contracts,,User1889,120821,2020-12-17
User2970,Employee2970,IT,Manager,view_salary,,User1554,148955,2011-07-22
User2971,Employee2971,Finance,Manager,authorize_contracts,Manager,User1460,141642,2009-11-03
User2972,Employee2972,HR,Analyst,manage_hiring,,,58980,2015-08-12
User2973,Employee2973,Sales,Director,manage_hiring,,User4264,146479,2015-08-22
User2974,Employee2974,Marketing,Executive,access_database,,,98058,2016-02-23
User2975,Employee2975,Sales,Manager,access_database,,User582,38197,2001-10-07
User2976,Employee2976,Sales,Officer,manage_hiring,,User1052,38509,2003-04-17
User2977,Employee2977,IT,Auditor,authorize_contracts,Clerk,User4549,90939,2006-12-17
User2978,Employee2978,Sales,Officer,authorize_contracts,Analyst,,78275,2017-06-22
User2979,Employee2979,HR,Analyst,approve_expense,,User2982,43181,2018-12-23
User2980,Employee2980,Finance,Manager,approve_expense,,User4554,92389,2000-11-08
User2981,Employee2981,Finance,Executive,manage_hiring,,,35616,2001-01-17
User2982,Employee2982,Operations,Assistant,view_salary,,User4592,122082,2007-10-31
User2983,Employee2983,Operations,Assistant,approve_expense,,User4007,129339,2000-06-23
User2984,Employee2984,Admin,Executive,view_salary,Auditor,User1227,116577,2012-03-25
User2985,Employee2985,Sales,Auditor,authorize_contracts,,User3816,49440,2000-03-17
User2986,Employee2986,Operations,Assistant,access_database,,User3725,61464,2003-12-27
User2987,Employee2987,Admin,Executive,manage_hiring,,,129600,2016-01-17
User2988,Employee2988,Finance,Executive,authorize_contracts,Clerk,,51002,2019-12-08
User2989,Employee2989,Legal,Officer,approve_expense,Executive,User2121,46033,2018-04-30
User2990,Employee2990,Sales,Auditor,approve_expense,,,48287,2019-09-05
User2991,Employee2991,HR,Officer,access_database,Director,User4663,103024,2009-02-08
User2992,Employee2992,Legal,Executive,view_salary,,,104796,2001-03-30
User2993,Employee2993,Sales,Manager,approve_expense,Officer,,142829,2016-01-30
User2994,Employee2994,Legal,Executive,view_salary,,User363,62521,2011-04-12
User2995,Employee2995,Operations,Executive,access_database,,User2507,58564,2010-12-14
User2996,Employee2996,Admin,Auditor,access_database,,,124614,2001-05-03
User2997,Employee2997,Admin,Assistant,authorize_contracts,,User429,106397,2017-11-20
User2998,Employee2998,HR,Assistant,authorize_contracts,,User1952,74042,2012-04-14
User2999,Employee2999,Admin,Assistant,manage_hiring,,,141182,2007-10-21
User3000,Employee3000,Legal,Executive,authorize_contracts,,User2200,83936,2005-02-23
User3001,Employee3001,Marketing,Officer,authorize_contracts,,User3868,95435,2018-06-29
User3002,Employee3002,IT,Assistant,access_database,Director,User2036,62184,2011-06-24
User3003,Employee3003,Sales,Manager,approve_expense,,User3188,127680,2002-10-09
User3004,Employee3004,Operations,Clerk,manage_hiring,,User2650,50362,2018-01-09
User3005,Employee3005,Marketing,Manager,approve_expense,,User1084,43984,2014-05-08
User3006,Employee3006,Finance,Assistant,view_salary,,User2529,137333,2020-09-20
User3007,Employee3007,HR,Auditor,manage_hiring,,User4317,135421,2000-04-29
User3008,Employee3008,Marketing,Assistant,access_database,,,32104,2018-10-18
User3009,Employee3009,HR,Clerk,approve_expense,,User2730,126966,2009-11-13
User3010,Employee3010,Operations,Analyst,approve_expense,,User2063,45597,2007-07-05
User3011,Employee3011,Sales,Clerk,view_salary,,User1044,148637,2019-11-02
User3012,Employee3012,Sales,Executive,view_salary,,,46036,2019-07-31
User3013,Employee3013,Operations,Officer,view_salary,Manager,,58450,2003-10-24
User3014,Employee3014,Marketing,Officer,approve_expense,,User4862,143815,2018-05-16
User3015,Employee3015,Sales,Auditor,manage_hiring,,User3114,92462,2017-12-22
User3016,Employee3016,Admin,Officer,approve_expense,,User3354,53134,2007-08-17
User3017,Employee3017,Admin,Auditor,manage_hiring,,User2691,143344,2009-12-08
User3018,Employee3018,Admin,Analyst,view_salary,,User940,142074,2004-03-19
User3019,Employee3019,Admin,Assistant,approve_expense,,User1051,36760,2009-01-05
User3020,Employee3020,Operations,Clerk,approve_expense,,,53483,2011-10-25
User3021,Employee3021,Legal,Analyst,access_database,,,54060,2005-11-15
User3022,Employee3022,Operations,Analyst,authorize_contracts,,,142928,2003-12-29
User3023,Employee3023,Marketing,Clerk,access_database,,User1639,104522,2017-12-07
User3024,Employee3024,Marketing,Director,view_salary,,User517,118070,2003-01-12
User3025,Employee3025,HR,Clerk,access_database,Director,,52678,2007-05-13
User3026,Employee3026,Operations,Executive,authorize_contracts,,User1878,71995,2002-06-11
User3027,Employee3027,Marketing,Officer,authorize_contracts,,,74714,2003-04-21
User3028,Employee3028,HR,Auditor,authorize_contracts,Analyst,,47219,2016-04-29
User3029,Employee3029,Marketing,Assistant,view_salary,Executive,User994,69313,2000-05-12
User3030,Employee3030,Marketing,Officer,manage_hiring,,,79826,2000-04-22
User3031,Employee3031,Marketing,Director,access_database,,User2572,50646,2000-05-13
User3032,Employee3032,Finance,Clerk,authorize_contracts,,User4845,82094,2003-04-29
User3033,Employee3033,HR,Director,approve_expense,Director,,101298,2014-11-10
User3034,Employee3034,IT,Director,approve_expense,,User1196,57164,2008-10-06
User3035,Employee3035,IT,Auditor,authorize_contracts,,User1590,51208,2007-05-23
User3036,Employee3036,IT,Executive,approve_expense,Clerk,User477,41287,2013-06-04
User3037,Employee3037,Marketing,Analyst,access_database,Auditor,,57145,2012-02-09
User3038,Employee3038,Operations,Auditor,access_database,,User4158,76156,2000-05-11
User3039,Employee3039,Finance,Director,approve_expense,,,136150,2018-02-14
User3040,Employee3040,Admin,Officer,authorize_contracts,,User3483,122380,2016-03-17
User3041,Employee3041,Admin,Manager,access_database,,,130112,2009-02-09
User3042,Employee3042,IT,Officer,manage_hiring,,,125880,2021-01-25
User3043,Employee3043,HR,Officer,authorize_contracts,,User4896,92715,2010-07-21
User3044,Employee3044,Sales,Director,authorize_contracts,,User2485,146521,2001-09-04
User3045,Employee3045,Admin,Auditor,approve_expense,,User1438,50409,2006-12-04
User3046,Employee3046,Admin,Analyst,authorize_contracts,,,113181,2021-04-03
User3047,Employee3047,Admin,Officer,view_salary,,,127662,2010-06-23
User3048,Employee3048,Admin,Director,manage_hiring,,User1207,59074,2004-08-25
User3049,Employee3049,Finance,Analyst,manage_hiring,,User4392,30851,2021-01-26
User3050,Employee3050,IT,Executive,authorize_contracts,,User3402,106915,2013-05-21
User3051,Employee3051,Finance,Director,authorize_contracts,Officer,User36,34331,2009-07-05
User3052,Employee3052,IT,Clerk,approve_expense,Clerk,User3813,145321,2002-03-22
User3053,Employee3053,IT,Clerk,access_database,,User1242,72336,2002-08-17
User3054,Employee3054,Operations,Director,view_salary,,,123267,2004-06-09
User3055,Employee3055,HR,Clerk,authorize_contracts,,User4404,34839,2008-06-01
User3056,Employee3056,Finance,Director,manage_hiring,,User3404,106176,2006-09-07
User3057,Employee3057,HR,Auditor,approve_expense,,User2975,120830,2002-03-01
User3058,Employee3058,Marketing,Officer,view_salary,Analyst,,94247,2008-08-22
User3059,Employee3059,Sales,Assistant,view_salary,,,42544,2004-03-11
User3060,Employee3060,Admin,Auditor,authorize_contracts,Executive,User4831,129411,2002-04-22
User3061,Employee3061,HR,Analyst,access_database,,User1678,95778,2016-12-28
User3062,Employee3062,IT,Manager,approve_expense,,,77839,2006-02-09
User3063,Employee3063,HR,Clerk,view_salary,,,73829,2003-10-30
User3064,Employee3064,Marketing,Director,manage_hiring,,User1936,112260,2008-02-17
User3065,Employee3065,Operations,Officer,view_salary,,User131,135727,2000-12-31
User3066,Employee3066,Finance,Director,authorize_contracts,,User3266,61350,2015-05-14
User3067,Employee3067,Finance,Clerk,view_salary,Director,User3051,105069,2016-09-16
User3068,Employee3068,Legal,Clerk,authorize_contracts,,User1333,83105,2008-05-10
User3069,Employee3069,IT,Assistant,authorize_contracts,,User3538,100341,2004-06-29
User3070,Employee3070,Operations,Director,view_salary,Manager,User1692,48067,2016-05-29
User3071,Employee3071,Sales,Officer,access_database,,User3820,124410,2020-02-23
User3072,Employee3072,Legal,Manager,authorize_contracts,,,39958,2002-06-05
User3073,Employee3073,Finance,Executive,authorize_contracts,,User1897,50354,2017-03-08
User3074,Employee3074,Admin,Clerk,manage_hiring,,,128899,2016-01-24
User3075,Employee3075,Operations,Auditor,access_database,Executive,,146307,2019-12-08
User3076,Employee3076,Operations,Clerk,manage_hiring,,User4332,117748,2004-01-05
User3077,Employee3077,Legal,Executive,approve_expense,,,68533,2011-07-06
User3078,Employee3078,Operations,Analyst,access_database,,,85044,2011-04-11
User3079,Employee3079,Admin,Auditor,access_database,,User367,56895,2019-03-03
User3080,Employee3080,Finance,Analyst,approve_expense,,User4711,60049,2006-01-20
User3081,Employee3081,Admin,Analyst,view_salary,,User4672,61329,2014-04-27
User3082,Employee3082,Sales,Clerk,manage_hiring,,User2297,69325,2014-04-22
User3083,Employee3083,Finance,Analyst,approve_expense,Auditor,User2879,82060,2012-10-03
User3084,Employee3084,Finance,Assistant,view_salary,,,96900,2014-02-25
User3085,Employee3085,IT,Director,view_salary,,User927,79058,2017-08-06
User3086,Employee3086,IT,Officer,view_salary,,User611,90510,2006-06-18
User3087,Employee3087,Operations,Auditor,approve_expense,Auditor,User1621,138918,2001-10-13
User3088,Employee3088,Sales,Executive,authorize_contracts,Assistant,User1258,40394,2016-04-09
